statename,districtname,blockname,season,sector,category,crop,querytype,querytext,createdon,year,month,clean_query
KARNATAKA,MYSURU,SAKOLI,,HORTICULTURE,Market,Others,Market,Farmer asked about market rate of Rice?,2025-01-29T00:50:00,2025,1,farmer asked about market rate of rice
UTTAR PRADESH,LUCKNOW,UMARKHED,,AGRICULTURE,Market,Others,Plant Protection,Farmer asked about market rate of Chilli?,2025-02-11T14:00:00,2025,2,farmer asked about market rate of chilli
UTTAR PRADESH,LUCKNOW,UMARKHED,,HORTICULTURE,Other,Others,Market,Farmer asked about crop insurance for Orange?,2025-03-08T21:53:00,2025,3,farmer asked about crop insurance for orange
KARNATAKA,BELAGAVI,UMARKHED,,HORTICULTURE,Nutrient,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Orange?,2025-02-13T22:13:00,2025,2,farmer asked about nutrient spray for flowering in orange
UTTAR PRADESH,MEERUT,PAUNI,,AGRICULTURE,Other,Others,Market,Farmer asked about suitable variety for Sugarcane?,2025-01-15T18:34:00,2025,1,farmer asked about suitable variety for sugarcane
MAHARASHTRA,NAGPUR,RALEGAON,,HORTICULTURE,Market,Others,Nutrient Management,Farmer asked about market rate of Maize?,2025-02-20T07:09:00,2025,2,farmer asked about market rate of maize
TELANGANA,WARANGAL,RALEGAON,,AGRICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-05T16:37:00,2025,3,farmer asked about market rate of tur in latur market
KARNATAKA,MYSURU,PUSAD,,HORTICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-26T13:20:00,2025,2,farmer asked about market rate of bengal gram
UTTAR PRADESH,LUCKNOW,RALEGAON,,HORTICULTURE,Weather,Others,Weather,Farmer asked about weather impact on Onion?,2025-01-23T18:53:00,2025,1,farmer asked about weather impact on onion
MADHYA PRADESH,INDORE,UMARKHED,,HORTICULTURE,Market,Others,Nutrient Management,Farmer asked about market rate of Groundnut?,2025-03-02T16:47:00,2025,3,farmer asked about market rate of groundnut
TELANGANA,WARANGAL,UMARKHED,,HORTICULTURE,Nutrient,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-14T09:09:00,2025,3,farmer asked about fertilizer doses for citrus crop 
UTTAR PRADESH,MEERUT,RALEGAON,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about irrigation schedule for Sesame?,2025-02-15T06:03:00,2025,2,farmer asked about irrigation schedule for sesame
MAHARASHTRA,AKOLA,PAUNI,,HORTICULTURE,Nutrient,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-23T18:59:00,2025,1,farmer asked about fertilizer doses for citrus crop 
TELANGANA,KARIMNAGAR,RALEGAON,,AGRICULTURE,Nutrient,Others,Weather,Farmer asked about fertilizer dose for Turmeric?,2025-02-11T01:44:00,2025,2,farmer asked about fertilizer dose for turmeric
TELANGANA,WARANGAL,PAUNI,,AGRICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-28T19:42:00,2025,2,farmer asked about market rate of tur in latur market
UTTAR PRADESH,LUCKNOW,UMARKHED,,HORTICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-03-13T09:36:00,2025,3,farmer asked about market rate of turmeric crop
TELANGANA,WARANGAL,UMARKHED,,AGRICULTURE,Scheme,Others,Seeds,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-06T05:55:00,2025,2,farmer asked about drip irrigation schemes 
MADHYA PRADESH,UJJAIN,MOHADI,,AGRICULTURE,Other,Others,Nutrient Management,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-12T20:48:00,2025,2,famer asked about how to store turmeric rhizomes
TELANGANA,WARANGAL,PAUNI,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-24T20:39:00,2025,3,farmer asked about harvestin time of groundnut
MADHYA PRADESH,UJJAIN,PAUNI,,HORTICULTURE,Scheme,Others,Weather,Farmer asked about government subsidy for Watermelon?,2025-03-22T23:02:00,2025,3,farmer asked about government subsidy for watermelon
UTTAR PRADESH,LUCKNOW,RALEGAON,,AGRICULTURE,Other,Others,Weather,Farmer asked about suitable variety for Pigeon pea?,2025-01-22T05:45:00,2025,1,farmer asked about suitable variety for pigeon pea
MADHYA PRADESH,UJJAIN,PAUNI,,HORTICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-01-22T01:46:00,2025,1,farmer asked about kisan credit card
MAHARASHTRA,YAVATMAL,MOHADI,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Tomato?,2025-03-15T00:21:00,2025,3,farmer asked about nutrient spray for flowering in tomato
MAHARASHTRA,LATUR,PUSAD,,HORTICULTURE,Nutrient,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-24T13:11:00,2025,1,farmer asked about fertilizer doses for citrus crop 
MADHYA PRADESH,BHOPAL,RALEGAON,,HORTICULTURE,Other,Others,Seeds,Farmer asked about irrigation schedule for Tomato?,2025-01-13T12:04:00,2025,1,farmer asked about irrigation schedule for tomato
TELANGANA,WARANGAL,PAUNI,,HORTICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Sugarcane?,2025-02-25T21:25:00,2025,2,farmer asked about nutrient spray for flowering in sugarcane
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Nutrient,Others,Weather,Farmer asked about fertilizer dose for Rice?,2025-01-23T15:21:00,2025,1,farmer asked about fertilizer dose for rice
KARNATAKA,MYSURU,UMARKHED,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-01-01T02:52:00,2025,1,farmer asked about sowing time turmeric crop
KARNATAKA,BELAGAVI,SAKOLI,,AGRICULTURE,Weather,Others,Market,Farmer asked about weather impact on Sesame?,2025-01-27T06:19:00,2025,1,farmer asked about weather impact on sesame
UTTAR PRADESH,KANPUR,SAKOLI,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about sowing time of Sesame?,2025-03-14T10:41:00,2025,3,farmer asked about sowing time of sesame
TELANGANA,KARIMNAGAR,SAKOLI,,AGRICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Onion?,2025-01-03T01:51:00,2025,1,farmer asked about weather impact on onion
MAHARASHTRA,WARDHA,PUSAD,,AGRICULTURE,Market,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-02T17:08:00,2025,1,farmer asked about market rate of turmeric crop
UTTAR PRADESH,KANPUR,PUSAD,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-28T04:52:00,2025,2,farmer asked about control blight attack in green gram 
MADHYA PRADESH,UJJAIN,MOHADI,,HORTICULTURE,Nutrient,Others,Weather,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-03-15T03:37:00,2025,3,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
TELANGANA,KARIMNAGAR,RALEGAON,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-11T11:48:00,2025,3,farmer asked about agristack helpline number 
UTTAR PRADESH,KANPUR,MOHADI,,HORTICULTURE,Other,Others,Seeds,Farmer asked about crop insurance for Chilli?,2025-02-27T01:03:00,2025,2,farmer asked about crop insurance for chilli
UTTAR PRADESH,KANPUR,SAKOLI,,AGRICULTURE,Pest,Others,Weather,Farmer asked about pest control in Groundnut?,2025-03-01T20:33:00,2025,3,farmer asked about pest control in groundnut
UTTAR PRADESH,MEERUT,SAKOLI,,AGRICULTURE,Other,Others,Nutrient Management,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-26T22:15:00,2025,2,famer asked about how to store turmeric rhizomes
KARNATAKA,MYSURU,PUSAD,,HORTICULTURE,Other,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-08T16:19:00,2025,3,farmer asked about post harvest management in turmeric seed storage 
TELANGANA,KARIMNAGAR,PAUNI,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about crop insurance for Chilli?,2025-03-07T13:02:00,2025,3,farmer asked about crop insurance for chilli
TELANGANA,KARIMNAGAR,SAKOLI,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Green gram?,2025-03-21T03:32:00,2025,3,farmer asked about nutrient spray for flowering in green gram
UTTAR PRADESH,LUCKNOW,PAUNI,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about suitable variety for Cotton?,2025-01-01T12:20:00,2025,1,farmer asked about suitable variety for cotton
MADHYA PRADESH,INDORE,SAKOLI,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-19T14:38:00,2025,3,farmer asked about sowing time turmeric crop
KARNATAKA,HUBBALLI,PUSAD,,HORTICULTURE,Market,Others,Plant Protection,Farmer asked about market rate of Groundnut?,2025-02-28T00:48:00,2025,2,farmer asked about market rate of groundnut
MADHYA PRADESH,INDORE,MOHADI,,HORTICULTURE,Other,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-11T00:28:00,2025,3,farmer asked about post harvest management in turmeric seed storage 
UTTAR PRADESH,LUCKNOW,RALEGAON,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about fertilizer dose for Pigeon pea?,2025-01-16T19:47:00,2025,1,farmer asked about fertilizer dose for pigeon pea
MADHYA PRADESH,INDORE,SAKOLI,,HORTICULTURE,Scheme,Others,Market,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-27T15:12:00,2025,2,farmer asked about drip irrigation schemes 
MAHARASHTRA,YAVATMAL,SAKOLI,,AGRICULTURE,Other,Others,Market,Farmer asked about sowing time of Sugarcane?,2025-03-12T19:40:00,2025,3,farmer asked about sowing time of sugarcane
MAHARASHTRA,LATUR,PUSAD,,HORTICULTURE,Other,Others,Market,Farmer asked about irrigation schedule for Bengal gram?,2025-03-17T22:27:00,2025,3,farmer asked about irrigation schedule for bengal gram
UTTAR PRADESH,LUCKNOW,SAKOLI,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about suitable variety for Cotton?,2025-02-16T14:51:00,2025,2,farmer asked about suitable variety for cotton
KARNATAKA,HUBBALLI,MOHADI,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about fertilizer dose for Sugarcane?,2025-03-13T07:15:00,2025,3,farmer asked about fertilizer dose for sugarcane
KARNATAKA,HUBBALLI,PUSAD,,HORTICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-05T21:00:00,2025,3,farmer asked about agristack helpline number 
MAHARASHTRA,NAGPUR,MOHADI,,AGRICULTURE,Weather,Others,Government Schemes,Farmer asked about weather impact on Green gram?,2025-02-24T09:12:00,2025,2,farmer asked about weather impact on green gram
KARNATAKA,HUBBALLI,MOHADI,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-01-20T19:12:00,2025,1,farmer asked about sowing time turmeric crop
KARNATAKA,HUBBALLI,PAUNI,,HORTICULTURE,Nutrient,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-26T18:27:00,2025,2,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
KARNATAKA,BELAGAVI,RALEGAON,,AGRICULTURE,Scheme,Others,Plant Protection,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-20T22:31:00,2025,1,farmer asked about drip irrigation schemes 
UTTAR PRADESH,LUCKNOW,PUSAD,,HORTICULTURE,Nutrient,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-01-02T13:44:00,2025,1,farmer asked about fertilizer dose for soybean crop
UTTAR PRADESH,LUCKNOW,UMARKHED,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-17T12:21:00,2025,1,farmer asked about agristack helpline number 
KARNATAKA,MYSURU,SAKOLI,,AGRICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-01-03T17:09:00,2025,1,farmer asked about market rate of green gram in pusad market 
UTTAR PRADESH,KANPUR,UMARKHED,,HORTICULTURE,Pest,Others,Government Schemes,Farmer asked about pest control in Chilli?,2025-03-14T12:45:00,2025,3,farmer asked about pest control in chilli
UTTAR PRADESH,KANPUR,MOHADI,,HORTICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-25T17:16:00,2025,2,farmer asked about market rate of bengal gram
TELANGANA,KARIMNAGAR,SAKOLI,,HORTICULTURE,Other,Others,Market,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-25T08:14:00,2025,1,famer asked about how to store turmeric rhizomes
MAHARASHTRA,LATUR,SAKOLI,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about irrigation schedule for Sugarcane?,2025-03-14T14:44:00,2025,3,farmer asked about irrigation schedule for sugarcane
MAHARASHTRA,WARDHA,RALEGAON,,HORTICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-19T12:18:00,2025,1,farmer asked about agristack helpline number 
KARNATAKA,HUBBALLI,RALEGAON,,AGRICULTURE,Weather,Others,Nutrient Management,Farmer asked about weather impact on Sugarcane?,2025-01-25T20:20:00,2025,1,farmer asked about weather impact on sugarcane
TELANGANA,WARANGAL,MOHADI,,AGRICULTURE,Weather,Others,Plant Protection,Farmer asked about weather impact on Cotton?,2025-03-08T09:22:00,2025,3,farmer asked about weather impact on cotton
UTTAR PRADESH,MEERUT,UMARKHED,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-01-20T06:16:00,2025,1,farmer asked about which varieties are sutaible for pigeon pea crop production 
UTTAR PRADESH,MEERUT,PAUNI,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-07T20:41:00,2025,3,farmer asked about control of blight attack on paddy crop 
TELANGANA,KARIMNAGAR,PAUNI,,HORTICULTURE,Other,Others,Plant Protection,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-21T13:28:00,2025,2,famer asked about how to store turmeric rhizomes
MADHYA PRADESH,UJJAIN,PUSAD,,AGRICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Green gram?,2025-03-23T09:19:00,2025,3,farmer asked about government subsidy for green gram
MADHYA PRADESH,INDORE,PAUNI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-31T22:35:00,2025,1,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
TELANGANA,KARIMNAGAR,MOHADI,,HORTICULTURE,Other,Others,Weather,Farmer asked about sowing time of Watermelon?,2025-02-07T13:50:00,2025,2,farmer asked about sowing time of watermelon
MAHARASHTRA,AKOLA,RALEGAON,,AGRICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-01-16T16:23:00,2025,1,farmer asked about market rate of bengal gram
UTTAR PRADESH,LUCKNOW,PAUNI,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-02-02T14:15:00,2025,2,farmer asked about farmer id card problem
MAHARASHTRA,NAGPUR,PUSAD,,AGRICULTURE,Weather,Others,Nutrient Management,Farmer asked about weather impact on Soybean?,2025-03-19T02:12:00,2025,3,farmer asked about weather impact on soybean
UTTAR PRADESH,KANPUR,PUSAD,,AGRICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-16T10:48:00,2025,1,farmer asked about market information of soybean crop from wardha market 
MAHARASHTRA,LATUR,UMARKHED,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about suitable variety for Maize?,2025-03-03T08:36:00,2025,3,farmer asked about suitable variety for maize
KARNATAKA,BELAGAVI,UMARKHED,,AGRICULTURE,Other,Others,Market,Farmer asked about irrigation schedule for Maize?,2025-01-24T06:29:00,2025,1,farmer asked about irrigation schedule for maize
MADHYA PRADESH,INDORE,MOHADI,,AGRICULTURE,Other,Others,Government Schemes,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-14T05:25:00,2025,2,farmer asked about spray for control of aphids jassids thrips whitefly attack on crop 
KARNATAKA,BELAGAVI,PUSAD,,HORTICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Bengal gram?,2025-02-13T13:37:00,2025,2,farmer asked about weather impact on bengal gram
TELANGANA,WARANGAL,UMARKHED,,AGRICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-23T13:01:00,2025,2,farmer asked about market rate of tur in latur market
UTTAR PRADESH,LUCKNOW,SAKOLI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-08T16:19:00,2025,3,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
KARNATAKA,MYSURU,RALEGAON,,AGRICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about fertilizer dose for Bengal gram?,2025-02-07T05:03:00,2025,2,farmer asked about fertilizer dose for bengal gram
MADHYA PRADESH,INDORE,UMARKHED,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about weed management in Turmeric?,2025-03-08T01:05:00,2025,3,farmer asked about weed management in turmeric
MADHYA PRADESH,UJJAIN,PAUNI,,HORTICULTURE,Other,Others,Weather,Farmer asked about irrigation schedule for Green gram?,2025-02-19T22:41:00,2025,2,farmer asked about irrigation schedule for green gram
KARNATAKA,HUBBALLI,SAKOLI,,AGRICULTURE,Nutrient,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-13T21:38:00,2025,1,farmer asked about fertilizer doses for citrus crop 
TELANGANA,KARIMNAGAR,UMARKHED,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about crop insurance for Soybean?,2025-01-08T18:38:00,2025,1,farmer asked about crop insurance for soybean
UTTAR PRADESH,KANPUR,PAUNI,,AGRICULTURE,Scheme,Others,Weather,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-08T04:57:00,2025,2,farmer asked about drip irrigation schemes 
KARNATAKA,MYSURU,RALEGAON,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-06T21:11:00,2025,2,farmer asked about control of blight attack on paddy crop 
MAHARASHTRA,AKOLA,UMARKHED,,AGRICULTURE,Other,Others,Government Schemes,Farmer asked about suitable variety for Watermelon?,2025-02-09T00:06:00,2025,2,farmer asked about suitable variety for watermelon
TELANGANA,WARANGAL,PAUNI,,HORTICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-12T04:02:00,2025,2,farmer asked about market rate of turmeric crop
UTTAR PRADESH,MEERUT,UMARKHED,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-15T06:25:00,2025,2,farmer asked about kisan credit card
KARNATAKA,BELAGAVI,PUSAD,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about suitable variety for Wheat?,2025-03-05T10:38:00,2025,3,farmer asked about suitable variety for wheat
KARNATAKA,MYSURU,SAKOLI,,HORTICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-12T21:23:00,2025,2,farmer asked about market rate of turmeric crop
MADHYA PRADESH,BHOPAL,MOHADI,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about crop insurance for Sugarcane?,2025-03-11T08:37:00,2025,3,farmer asked about crop insurance for sugarcane
TELANGANA,WARANGAL,RALEGAON,,AGRICULTURE,Nutrient,Others,Government Schemes,Farmer asked about fertilizer dose for Watermelon?,2025-01-27T22:23:00,2025,1,farmer asked about fertilizer dose for watermelon
MADHYA PRADESH,BHOPAL,MOHADI,,HORTICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-28T19:38:00,2025,2,farmer asked about market rate of green gram in pusad market 
KARNATAKA,BELAGAVI,RALEGAON,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about weed management in Cotton?,2025-03-01T04:31:00,2025,3,farmer asked about weed management in cotton
UTTAR PRADESH,MEERUT,UMARKHED,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-02-16T12:55:00,2025,2,farmer asked about sowing time turmeric crop
UTTAR PRADESH,MEERUT,UMARKHED,,AGRICULTURE,Other,Others,Government Schemes,Farmer asked about sowing time of Bengal gram?,2025-03-12T00:06:00,2025,3,farmer asked about sowing time of bengal gram
UTTAR PRADESH,LUCKNOW,UMARKHED,,HORTICULTURE,Market,Others,Government Schemes,Farmer asked about market rate of Maize?,2025-02-06T02:37:00,2025,2,farmer asked about market rate of maize
MAHARASHTRA,AKOLA,PUSAD,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-22T08:18:00,2025,3,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
MADHYA PRADESH,INDORE,RALEGAON,,AGRICULTURE,Weather,Others,Nutrient Management,Farmer asked query on Weather,2025-02-17T23:42:00,2025,2,farmer asked query on weather
TELANGANA,WARANGAL,PUSAD,,AGRICULTURE,Pest,Others,Nutrient Management,Farmer asked about pest control in Groundnut?,2025-01-11T02:31:00,2025,1,farmer asked about pest control in groundnut
UTTAR PRADESH,LUCKNOW,MOHADI,,AGRICULTURE,Other,Others,Market,Farmer asked about weed management in Pigeon pea?,2025-02-14T01:08:00,2025,2,farmer asked about weed management in pigeon pea
MAHARASHTRA,YAVATMAL,RALEGAON,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about sowing time of Onion?,2025-02-19T08:12:00,2025,2,farmer asked about sowing time of onion
MAHARASHTRA,NAGPUR,PUSAD,,HORTICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-28T06:07:00,2025,2,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
MADHYA PRADESH,UJJAIN,RALEGAON,,HORTICULTURE,Pest,Others,Seeds,Farmer asked about disease management in Soybean?,2025-02-22T20:36:00,2025,2,farmer asked about disease management in soybean
TELANGANA,KARIMNAGAR,UMARKHED,,AGRICULTURE,Weather,Others,Weather,Farmer asked query on Weather,2025-01-11T00:01:00,2025,1,farmer asked query on weather
MAHARASHTRA,LATUR,UMARKHED,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-01-03T04:27:00,2025,1,farmer asked about harvestin time of groundnut
KARNATAKA,MYSURU,RALEGAON,,AGRICULTURE,Other,Others,Seeds,Farmer asked about sowing time of Rice?,2025-03-16T11:21:00,2025,3,farmer asked about sowing time of rice
MAHARASHTRA,YAVATMAL,PUSAD,,HORTICULTURE,Weather,Others,Nutrient Management,Farmer asked about weather impact on Bengal gram?,2025-01-06T23:13:00,2025,1,farmer asked about weather impact on bengal gram
MADHYA PRADESH,BHOPAL,PAUNI,,HORTICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Tomato?,2025-01-19T21:04:00,2025,1,farmer asked about government subsidy for tomato
KARNATAKA,MYSURU,PUSAD,,HORTICULTURE,Weather,Others,Seeds,Farmer asked query on Weather,2025-03-04T23:45:00,2025,3,farmer asked query on weather
MADHYA PRADESH,BHOPAL,UMARKHED,,HORTICULTURE,Pest,Others,Market,Farmer asked about pest control in Tomato?,2025-02-05T11:07:00,2025,2,farmer asked about pest control in tomato
TELANGANA,KARIMNAGAR,UMARKHED,,AGRICULTURE,Weather,Others,Plant Protection,Farmer asked about weather impact on Rice?,2025-01-06T14:15:00,2025,1,farmer asked about weather impact on rice
UTTAR PRADESH,MEERUT,PAUNI,,AGRICULTURE,Pest,Others,Plant Protection,Farmer asked about disease management in Orange?,2025-02-19T00:14:00,2025,2,farmer asked about disease management in orange
MADHYA PRADESH,UJJAIN,MOHADI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about crop insurance for Sesame?,2025-03-06T02:51:00,2025,3,farmer asked about crop insurance for sesame
TELANGANA,KARIMNAGAR,PUSAD,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-03T16:18:00,2025,3,farmer asked about harvestin time of groundnut
TELANGANA,WARANGAL,PAUNI,,HORTICULTURE,Nutrient,Others,Weather,Farmer asked about fertilizer dose for Turmeric?,2025-01-01T06:08:00,2025,1,farmer asked about fertilizer dose for turmeric
MADHYA PRADESH,UJJAIN,PUSAD,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about irrigation schedule for Sesame?,2025-02-27T06:48:00,2025,2,farmer asked about irrigation schedule for sesame
TELANGANA,WARANGAL,PUSAD,,AGRICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Sesame?,2025-01-11T20:59:00,2025,1,farmer asked about government subsidy for sesame
UTTAR PRADESH,LUCKNOW,MOHADI,,HORTICULTURE,Weather,Others,Weather,Farmer asked about weather impact on Onion?,2025-01-27T02:44:00,2025,1,farmer asked about weather impact on onion
UTTAR PRADESH,LUCKNOW,PUSAD,,HORTICULTURE,Other,Others,Market,Farmer asked about suitable variety for Rice?,2025-01-07T05:48:00,2025,1,farmer asked about suitable variety for rice
TELANGANA,WARANGAL,PUSAD,,AGRICULTURE,Nutrient,Others,Market,Farmer asked about nutrient spray for flowering in Soybean?,2025-02-27T10:23:00,2025,2,farmer asked about nutrient spray for flowering in soybean
MAHARASHTRA,AKOLA,PAUNI,,AGRICULTURE,Other,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-06T18:51:00,2025,2,farmer asked about post harvest management in turmeric seed storage 
UTTAR PRADESH,LUCKNOW,PAUNI,,HORTICULTURE,Other,Others,Seeds,Farmer asked about weed management in Groundnut?,2025-03-02T17:55:00,2025,3,farmer asked about weed management in groundnut
MAHARASHTRA,AKOLA,MOHADI,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-07T09:01:00,2025,3,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
